,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,charges_range,Product_Category_Grade,Selling_Price,test_or_train
2509,37.0,121.0,1.0,9.0,0.0,76.0,1.0,563.0,13.0,1718.0,10729.0,3.0,36.0,1008.996615,1.0
2510,0.0,26.0,0.0,5.0,0.0,86.0,0.0,237.0,14.0,1829.0,2483.0,1.0,20.0,2361.517312,1.0
2511,8.0,15.0,1.0,9.0,0.0,6.0,0.0,489.0,10.0,701.0,3511.0,3.0,36.0,2596.850289,1.0
2512,36.0,223.0,0.0,7.0,0.0,30.0,0.0,137.0,8.0,2060.0,4235.0,0.0,28.0,3278.80245,1.0
2513,12.0,37.0,0.0,5.0,0.0,46.0,0.0,318.0,5.0,3279.0,6489.0,2.0,20.0,5171.131584000001,1.0
2514,1.0,77.0,0.0,3.0,0.0,38.0,0.0,371.0,15.0,2522.0,3756.0,2.0,12.0,3505.923225,1.0
2515,24.0,116.0,1.0,4.0,2.0,42.0,0.0,276.0,14.0,4797.0,17211.0,1.0,18.0,11223.11938,1.0
2516,4.0,137.0,0.0,6.0,0.0,46.0,0.0,140.0,6.0,1418.0,8513.0,0.0,24.0,5075.785728,1.0
2517,37.0,195.0,1.0,8.0,0.0,19.0,0.0,298.0,5.0,5583.0,8006.0,1.0,32.0,7095.190409999999,1.0
2518,31.0,16.0,1.0,3.0,0.0,45.0,0.0,358.0,14.0,1314.0,2067.0,2.0,12.0,2037.744432,1.0
2519,49.0,195.0,1.0,0.0,0.0,36.0,0.0,310.0,10.0,3701.0,5547.0,2.0,0.0,4926.27345,1.0
2520,46.0,214.0,1.0,3.0,1.0,65.0,0.0,363.0,11.0,2027.0,3272.0,2.0,13.0,2985.2559,1.0
2521,11.0,134.0,1.0,2.0,0.0,72.0,0.0,117.0,12.0,4516.0,15632.0,0.0,8.0,10101.0591,1.0
2522,26.0,28.0,1.0,1.0,1.0,12.0,0.0,270.0,14.0,868.0,3340.0,1.0,5.0,2376.712305,1.0
2523,22.0,50.0,1.0,8.0,0.0,92.0,1.0,282.0,7.5,1994.0,2899.0,1.0,32.0,403.706688,1.0
2524,18.0,14.0,0.0,5.0,0.0,92.0,0.0,328.0,5.0,1565.0,4035.0,2.0,20.0,3084.33664,1.0
2525,9.0,144.0,1.0,0.0,0.0,73.0,1.0,287.0,6.0,1363.0,2479.0,1.0,0.0,328.058775,1.0
2526,9.0,116.0,0.0,8.0,2.0,85.0,1.0,265.0,8.0,1207.0,3491.0,1.0,34.0,386.73169920000004,1.0
2527,29.0,224.0,0.0,5.0,0.0,13.0,0.0,307.0,10.5,3669.0,4662.0,2.0,20.0,4474.972458,1.0
2528,26.0,195.0,0.0,5.0,0.0,54.0,0.0,232.0,9.0,6698.0,9105.0,1.0,20.0,8088.510095999999,1.0
2529,14.0,123.0,0.0,2.0,0.0,56.0,0.0,155.0,6.0,5439.0,8150.0,0.0,8.0,6909.077087999999,1.0
2530,21.0,116.0,1.0,0.0,2.0,53.0,0.0,261.0,8.0,3896.0,21198.0,1.0,2.0,12736.00454,1.0
2531,8.0,137.0,0.0,1.0,2.0,6.0,0.0,293.0,12.0,1948.0,3966.0,1.0,6.0,3253.224645,1.0
2532,30.0,87.0,0.0,2.0,0.0,93.0,0.0,167.0,10.0,2807.0,4277.0,0.0,8.0,3659.079424,1.0
2533,38.0,10.0,0.0,9.0,3.0,39.0,0.0,518.0,9.0,452.0,1503.0,3.0,39.0,1492.63905,1.0
2534,41.0,222.0,1.0,6.0,0.0,81.0,0.0,114.0,6.0,1200.0,2556.0,0.0,24.0,1964.428928,1.0
2535,30.0,94.0,0.0,4.0,0.0,89.0,0.0,280.0,14.0,4274.0,7303.0,1.0,16.0,5989.09696,1.0
2536,44.0,188.0,0.0,6.0,0.0,32.0,0.0,118.0,6.0,4321.0,6450.0,0.0,24.0,5492.963175,1.0
2537,39.0,116.0,1.0,1.0,2.0,73.0,0.0,267.0,13.0,2196.0,5250.0,1.0,6.0,3954.8916,1.0
2538,9.0,144.0,0.0,1.0,0.0,68.0,0.0,215.0,17.0,1956.0,2828.0,1.0,4.0,2584.9593,1.0
2539,0.0,54.0,0.0,0.0,1.0,61.0,0.0,295.0,6.0,4235.0,5743.0,1.0,1.0,5234.1201,1.0
2540,44.0,232.0,0.0,6.0,2.0,63.0,0.0,144.0,5.0,5272.0,7473.0,0.0,26.0,6454.4931,1.0
2541,26.0,194.0,0.0,1.0,0.0,93.0,0.0,265.0,14.0,5901.0,7991.0,1.0,4.0,7116.741631999999,1.0
2542,11.0,238.0,1.0,2.0,2.0,8.0,0.0,170.0,10.0,2039.0,7173.0,0.0,10.0,4780.131939,1.0
2543,8.0,158.0,1.0,8.0,3.0,39.0,0.0,221.0,9.0,3695.0,11309.0,1.0,35.0,7710.425625,1.0
2544,31.0,144.0,1.0,8.0,0.0,64.0,0.0,291.0,8.0,3068.0,5815.0,1.0,32.0,4688.6895,1.0
2545,21.0,189.0,1.0,9.0,0.0,95.0,0.0,578.0,12.0,6209.0,7616.0,3.0,36.0,7390.817279999999,1.0
2546,40.0,82.0,0.0,3.0,0.0,9.0,1.0,370.0,12.0,2253.0,6459.0,2.0,12.0,709.6135316000001,1.0
2547,12.0,15.0,1.0,3.0,0.0,71.0,1.0,366.0,16.0,1589.0,2701.0,2.0,12.0,373.392855,1.0
2548,41.0,158.0,0.0,6.0,3.0,37.0,0.0,125.0,5.0,5421.0,12644.0,0.0,27.0,9139.11495,1.0
2549,8.0,144.0,0.0,5.0,0.0,42.0,0.0,240.0,5.0,1776.0,2696.0,1.0,20.0,2461.266432,1.0
2550,27.0,123.0,1.0,7.0,0.0,61.0,0.0,191.0,1.0,5905.0,8430.0,0.0,28.0,7285.6278,1.0
2551,21.0,158.0,1.0,9.0,3.0,98.0,0.0,602.0,10.0,3911.0,12854.0,3.0,39.0,8863.382528,1.0
2552,12.0,195.0,0.0,0.0,0.0,12.0,0.0,306.0,6.0,4090.0,5522.0,2.0,0.0,5114.368512,1.0
2553,22.0,232.0,0.0,0.0,2.0,17.0,0.0,307.0,15.0,2303.0,3841.0,2.0,2.0,3383.271639,1.0
2554,18.0,44.0,1.0,2.0,2.0,93.0,1.0,128.0,8.0,1407.0,2260.0,0.0,10.0,290.2054848,1.0
2555,17.0,168.0,1.0,0.0,3.0,11.0,0.0,337.0,8.0,11625.0,19161.0,2.0,3.0,15740.73577,1.0
2556,18.0,183.0,1.0,7.0,2.0,88.0,0.0,146.0,3.0,4811.0,7067.0,0.0,30.0,5999.130368,1.0
2557,7.0,212.0,1.0,1.0,0.0,63.0,0.0,237.5,15.0,5075.0,6966.0,1.0,4.0,6186.0447,1.0
2558,21.0,212.0,0.0,8.0,0.0,96.0,1.0,206.0,1.0,3546.0,4961.0,1.0,32.0,659.3560512,1.0
2559,32.0,172.0,0.0,6.0,0.0,47.0,1.0,104.0,8.0,3304.0,4177.0,0.0,24.0,573.4299096,1.0
2560,44.0,64.0,1.0,8.0,2.0,30.0,0.0,299.0,5.5,7793.0,11155.0,1.0,34.0,9749.515125,1.0
2561,36.0,183.0,0.0,9.0,2.0,68.0,0.0,519.0,15.0,3539.0,4551.0,3.0,38.0,4524.3693,1.0
2562,38.0,195.0,0.0,7.0,0.0,97.0,1.0,120.0,3.0,6096.0,8246.0,0.0,28.0,1078.219296,1.0
2563,31.0,196.0,1.0,6.0,0.0,74.0,1.0,118.0,13.0,3381.0,4727.0,0.0,24.0,620.084025,1.0
2564,3.0,40.0,1.0,0.0,0.0,5.0,1.0,334.0,13.0,4315.0,6463.0,2.0,0.0,859.4155499,1.0
2565,23.0,116.0,0.0,2.0,2.0,96.0,0.0,177.5,5.0,2323.0,6293.0,0.5,10.0,4392.9670399999995,1.0
2566,45.0,144.0,1.0,9.0,0.0,19.0,0.0,593.0,13.0,1138.0,2802.0,3.0,36.0,2565.303444,1.0
2567,10.0,137.0,0.0,9.0,2.0,19.0,0.0,562.0,5.0,1003.0,3935.0,3.0,38.0,3031.926777,1.0
2568,47.0,189.0,1.0,3.0,0.0,51.0,0.0,379.0,12.0,4204.0,9272.0,2.0,12.0,7079.489423999999,1.0
2569,5.0,1.0,1.0,0.0,0.0,17.0,0.0,299.0,11.0,1048.0,2591.0,1.0,0.0,2120.28795,1.0
2570,48.0,158.0,1.0,2.0,3.0,45.0,1.0,141.0,10.0,4591.0,14168.0,0.0,11.0,1420.333315,1.0
2571,13.0,195.0,0.0,2.0,0.0,38.0,0.0,104.0,8.0,6018.0,8680.0,0.0,8.0,7440.2328,1.0
2572,18.0,144.0,1.0,6.0,0.0,17.0,0.0,140.0,6.0,2359.0,3003.0,0.0,24.0,2822.327739,1.0
2573,10.0,222.0,0.0,1.0,0.0,99.0,1.0,226.0,15.0,2803.0,6792.0,1.0,4.0,743.738688,1.0
2574,10.0,168.0,1.0,1.0,3.0,55.0,0.0,225.0,15.0,3704.0,11768.0,1.0,7.0,7921.57536,1.0
2575,17.0,212.0,1.0,8.0,0.0,38.0,1.0,274.0,1.0,4298.0,6128.0,1.0,32.0,821.0701799999999,1.0
2576,1.0,123.0,0.0,3.0,0.0,35.0,1.0,364.0,11.0,4389.0,6418.0,2.0,12.0,863.85096,1.0
2577,45.0,9.0,1.0,0.0,0.0,25.0,0.0,310.0,17.0,2277.0,3686.0,2.0,0.0,3288.328575,1.0
2578,29.0,144.0,0.0,6.0,0.0,13.0,0.0,126.0,6.0,1678.0,2807.0,0.0,24.0,2369.613015,1.0
2579,2.0,116.0,1.0,7.0,2.0,15.0,1.0,101.0,6.0,5316.0,11871.0,0.0,30.0,1304.8185050000002,1.0
2580,48.0,116.0,1.0,8.0,2.0,13.0,0.0,235.0,3.0,6565.0,12390.0,1.0,34.0,9714.368466,1.0
2581,44.0,5.0,1.0,1.0,0.0,36.0,0.0,284.0,15.0,1307.0,6380.0,1.0,4.0,4122.936825,1.0
2582,47.0,40.0,0.0,3.0,0.0,21.0,0.0,375.0,11.0,5420.0,7223.0,2.0,12.0,6686.691375,1.0
2583,43.0,200.0,0.0,2.0,3.0,17.0,0.0,136.0,14.0,8558.0,15329.0,0.0,11.0,12095.01038,1.0
2584,37.0,12.0,1.0,1.0,0.0,47.0,0.0,209.0,13.0,4584.0,8100.0,1.0,4.0,6517.260864,1.0
2585,31.0,212.0,0.0,5.0,0.0,83.0,1.0,269.0,14.0,3669.0,4843.0,1.0,20.0,669.8571264,1.0
2586,36.0,116.0,1.0,2.0,2.0,70.0,0.0,166.0,16.0,1096.0,2790.0,0.0,10.0,2090.9889,1.0
2587,45.0,163.0,1.0,2.0,2.0,34.0,0.0,130.0,6.0,7836.0,9969.0,0.0,10.0,9015.2454,1.0
2588,4.0,134.0,1.0,7.0,0.0,32.0,1.0,146.0,3.0,2658.0,16972.0,0.0,28.0,1490.854523,1.0
2589,24.0,222.0,0.0,1.0,0.0,20.0,0.0,273.0,13.0,1104.0,2414.0,1.0,4.0,1988.518475,1.0
2590,6.0,94.0,1.0,3.0,0.0,19.0,0.0,387.0,14.0,3829.0,6970.0,2.0,12.0,5793.480594,1.0
2591,6.0,144.0,1.0,1.0,0.0,29.0,0.0,277.0,16.0,1736.0,2584.0,1.0,4.0,2434.35885,1.0
2592,37.0,123.0,0.0,4.0,0.0,42.0,1.0,239.0,12.0,5064.0,6332.0,1.0,16.0,885.8699136,1.0
2593,47.0,116.0,0.0,9.0,2.0,73.0,0.0,618.0,5.0,3182.0,9378.0,3.0,38.0,6832.1286,1.0
2594,4.0,239.0,1.0,8.0,0.0,3.0,0.0,248.0,9.0,1369.0,2063.0,1.0,32.0,1965.343446,1.0
2595,3.0,137.0,1.0,0.0,2.0,25.0,1.0,341.0,15.0,1682.0,3734.0,2.0,2.0,456.81410250000005,1.0
2596,32.0,105.0,0.0,3.0,3.0,13.0,0.0,398.0,14.0,5482.0,9883.0,2.0,15.0,8090.450873999999,1.0
2597,43.0,181.0,0.0,3.0,0.0,65.0,0.0,373.0,17.0,7181.0,10294.0,2.0,12.0,9034.0965,1.0
2598,1.0,158.0,1.0,3.0,3.0,72.0,0.0,354.0,12.0,4031.0,18519.0,2.0,15.0,11526.1047,1.0
2599,13.0,150.0,0.0,2.0,0.0,96.0,0.0,152.0,15.0,1373.0,4098.0,0.0,8.0,2849.9609600000003,1.0
2600,25.0,57.0,1.0,1.0,0.0,11.0,0.0,232.0,15.0,3486.0,4529.0,1.0,4.0,4245.085449,1.0
2601,38.0,232.0,0.0,0.0,2.0,17.0,1.0,260.0,7.0,2848.0,4781.0,1.0,2.0,611.5143425,1.0
2602,16.0,25.0,0.0,0.0,0.0,8.0,0.0,290.0,7.0,2374.0,3207.0,1.0,0.0,3082.141755,1.0
2603,2.0,116.0,1.0,7.0,1.0,5.0,0.0,191.0,10.0,3825.0,7100.0,0.0,29.0,5658.394104,1.0
2604,1.0,143.0,1.0,7.0,2.0,43.0,0.0,102.0,11.0,2475.0,4311.0,0.0,30.0,3476.3381280000003,1.0
2605,45.0,46.0,0.0,8.0,0.0,45.0,0.0,262.0,14.5,5432.0,8268.0,1.0,32.0,7071.25248,1.0
2606,5.0,4.0,1.0,7.0,0.0,93.0,0.0,175.0,6.0,1666.0,2272.0,0.0,28.0,2114.2894079999996,1.0
2607,36.0,33.0,0.0,6.0,0.0,74.0,0.0,124.0,9.0,1788.0,10223.0,0.0,24.0,6073.5509999999995,1.0
2608,20.0,5.0,1.0,8.0,1.0,4.0,1.0,290.0,1.0,4159.0,7028.0,1.0,33.0,882.5207391000001,1.0
2609,40.0,163.0,0.0,2.0,0.0,82.0,0.0,107.0,11.0,3766.0,5056.0,0.0,8.0,4457.720960000001,1.0
2610,5.0,222.0,0.0,4.0,0.0,13.0,0.0,234.0,17.0,2587.0,4384.0,1.0,16.0,3725.057457,1.0
2611,3.0,250.0,1.0,2.0,0.0,27.0,0.0,174.0,7.0,919.0,2478.0,0.0,8.0,1869.005775,1.0
2612,48.0,193.0,0.0,0.0,0.0,92.0,1.0,261.0,9.0,1965.0,12950.0,1.0,0.0,1142.0950460000001,1.0
2613,41.0,222.0,0.0,2.0,0.0,89.0,0.0,137.0,6.0,1256.0,1765.0,0.0,8.0,1624.672896,1.0
2614,40.0,224.0,1.0,2.0,0.0,33.0,1.0,130.0,14.0,6676.0,9908.0,0.0,8.0,1261.8788960000002,1.0
2615,42.0,87.0,0.0,7.0,0.0,10.0,0.0,111.0,9.0,2583.0,3656.0,0.0,28.0,3232.9866690000003,1.0
2616,37.0,116.0,0.0,9.0,0.0,36.0,0.0,628.0,5.0,4038.0,7477.0,3.0,36.0,6372.40905,1.0
2617,7.0,1.0,0.0,6.0,0.0,16.0,0.0,124.0,6.0,921.0,3337.0,0.0,24.0,2254.054572,1.0
2618,26.0,194.0,1.0,8.0,0.0,32.0,0.0,245.0,2.0,8513.0,11821.0,1.0,32.0,10387.994929999999,1.0
2619,48.0,87.0,0.0,7.0,0.0,48.0,0.0,101.0,11.0,2224.0,3163.0,0.0,28.0,2779.556256,1.0
2620,47.0,123.0,1.0,6.0,0.0,19.0,0.0,129.0,7.0,4140.0,5309.0,0.0,24.0,4856.324318999999,1.0
2621,25.0,183.0,1.0,3.0,0.0,88.0,0.0,352.0,11.0,3173.0,4319.0,2.0,12.0,4043.0494719999997,1.0
2622,1.0,54.0,0.0,9.0,1.0,88.0,0.0,505.0,17.0,3632.0,5022.0,3.0,37.0,4769.673215999999,1.0
2623,45.0,116.0,0.0,6.0,2.0,49.0,0.0,104.0,5.0,1150.0,2583.0,0.0,26.0,1958.812848,1.0
2624,38.0,195.0,1.0,2.0,0.0,46.0,0.0,170.0,6.0,6653.0,9200.0,0.0,8.0,8049.4119359999995,1.0
2625,32.0,181.0,0.0,3.0,0.0,100.0,0.0,374.0,12.0,2377.0,3371.0,2.0,12.0,3178.292375,1.0
2626,3.0,230.0,0.0,3.0,1.0,98.0,1.0,390.0,17.0,2292.0,7315.0,2.0,13.0,769.0148928,1.0
2627,27.0,194.0,1.0,5.0,0.0,35.0,0.0,332.0,10.0,8865.0,11586.0,2.0,20.0,10541.31068,1.0
2628,15.0,265.0,1.0,3.0,0.0,69.0,0.0,384.0,14.0,976.0,9405.0,2.0,12.0,5525.9523,1.0
2629,37.0,87.0,1.0,8.0,2.0,92.0,0.0,209.0,5.0,4064.0,5457.0,1.0,34.0,4900.284928,1.0
2630,48.0,157.0,1.0,7.0,1.0,56.0,0.0,190.0,10.0,5628.0,8934.0,0.0,29.0,7430.419008,1.0
2631,25.0,247.0,1.0,5.0,0.0,1.0,0.0,279.0,8.0,1722.0,4733.0,1.0,20.0,3508.729092,1.0
2632,16.0,183.0,1.0,9.0,0.0,67.0,0.0,602.0,11.0,5328.0,7101.0,3.0,36.0,6755.1066,1.0
2633,47.0,54.0,0.0,9.0,1.0,31.0,0.0,547.0,13.0,9039.0,13134.0,3.0,37.0,11618.79023,1.0
2634,15.0,158.0,0.0,2.0,3.0,27.0,0.0,141.0,12.0,3748.0,13546.0,0.0,11.0,8776.38405,1.0
2635,8.0,232.0,0.0,9.0,2.0,21.0,1.0,472.0,9.0,3783.0,5861.0,3.0,38.0,792.7641225,1.0
2636,21.0,177.0,1.0,5.0,0.0,14.0,0.0,305.0,10.0,2717.0,7305.0,2.0,20.0,5320.477899,1.0
2637,12.0,22.0,1.0,7.0,0.0,47.0,1.0,103.0,9.0,1165.0,3623.0,0.0,28.0,372.473316,1.0
2638,29.0,232.0,1.0,7.0,2.0,68.0,0.0,152.0,1.0,5013.0,8964.0,0.0,30.0,7069.7880000000005,1.0
2639,17.0,7.0,0.0,3.0,0.0,6.0,0.0,399.0,11.0,976.0,2152.0,2.0,12.0,1964.5235280000002,1.0
2640,20.0,87.0,1.0,0.0,2.0,80.0,0.0,271.0,6.0,2202.0,3057.0,1.0,2.0,2836.7832,1.0
2641,20.0,183.0,1.0,1.0,2.0,20.0,0.0,225.0,14.0,3652.0,5237.0,1.0,6.0,4570.5163,1.0
2642,0.0,158.0,1.0,3.0,3.0,78.0,0.0,280.5,15.0,2007.0,9279.0,1.0,15.0,5969.1654,1.0
2643,10.0,168.0,1.0,6.0,3.0,51.0,0.0,123.0,6.0,1536.0,5504.0,0.0,27.0,3621.781296,1.0
2644,30.0,88.0,0.0,7.0,2.0,45.0,0.0,163.0,7.0,4505.0,7584.0,0.0,30.0,6171.974928000001,1.0
2645,14.0,62.0,1.0,4.0,0.0,94.0,0.0,284.0,12.0,6008.0,8704.0,1.0,16.0,7538.686848,1.0
2646,44.0,1.0,1.0,3.0,0.0,52.0,0.0,360.0,17.0,2171.0,6018.0,2.0,12.0,4432.906656,1.0
2647,37.0,189.0,0.0,1.0,0.0,79.0,0.0,246.0,14.0,3915.0,8411.0,1.0,4.0,6353.4537,1.0
2648,22.0,224.0,0.0,8.0,0.0,91.0,0.0,277.0,13.5,3239.0,4779.0,1.0,32.0,4239.666816,1.0
2649,19.0,222.0,1.0,8.0,0.0,9.0,0.0,216.0,8.0,1454.0,3471.0,1.0,32.0,2680.2019530000002,1.0
2650,15.0,123.0,1.0,5.0,0.0,55.0,0.0,274.0,7.0,4659.0,5941.0,1.0,20.0,5542.012656,1.0
2651,10.0,183.0,1.0,5.0,2.0,90.0,0.0,222.0,8.0,4097.0,6624.0,1.0,22.0,5506.3402240000005,1.0
2652,48.0,230.0,1.0,5.0,1.0,8.0,0.0,294.0,14.0,2998.0,18623.0,1.0,21.0,11118.51804,1.0
2653,33.0,149.0,1.0,1.0,2.0,32.0,1.0,221.0,17.0,3496.0,4666.0,1.0,6.0,644.7251474999999,1.0
2654,40.0,258.0,0.0,2.0,0.0,15.0,0.0,155.0,17.0,1398.0,2096.0,0.0,8.0,1904.7795030000002,1.0
2655,47.0,0.0,1.0,4.0,2.0,96.0,0.0,212.0,12.0,8872.0,12437.0,1.0,18.0,10722.62822,1.0
2656,31.0,145.0,1.0,9.0,0.0,76.0,1.0,487.0,13.0,3255.0,4124.0,3.0,36.0,620.92305,1.0
2657,4.0,222.0,0.0,8.0,0.0,13.0,0.0,231.0,6.0,3780.0,4800.0,1.0,32.0,4523.117643,1.0
2658,20.0,123.0,0.0,9.0,0.0,40.0,0.0,473.0,16.0,3657.0,4864.0,3.0,36.0,4633.6628,1.0
2659,1.0,195.0,1.0,6.0,0.0,46.0,0.0,129.0,8.0,6067.0,8009.0,0.0,24.0,7126.725168000001,1.0
2660,42.0,210.0,1.0,0.0,0.0,6.0,0.0,273.0,8.5,4358.0,6184.0,1.0,0.0,5548.185125999999,1.0
2661,47.0,258.0,1.0,2.0,0.0,100.0,0.0,172.0,10.0,840.0,3460.0,0.0,8.0,2271.856625,1.0
2662,25.0,16.0,1.0,6.0,0.0,15.0,0.0,129.0,5.0,1714.0,2547.0,0.0,24.0,2260.343943,1.0
2663,1.0,5.0,0.0,8.0,1.0,89.0,0.0,237.0,2.0,10520.0,15398.0,1.0,33.0,13008.5303,1.0
2664,42.0,224.0,1.0,5.0,0.0,72.0,0.0,338.0,13.0,4482.0,6404.0,2.0,20.0,5730.1992,1.0
2665,26.0,41.0,1.0,8.0,0.0,73.0,0.0,210.0,5.0,2502.0,3756.0,1.0,32.0,3307.1544,1.0
2666,48.0,229.0,1.0,8.0,0.0,39.0,0.0,211.0,8.0,4870.0,9060.0,1.0,32.0,7163.616075,1.0
2667,38.0,238.0,1.0,1.0,2.0,100.0,0.0,253.0,15.0,1095.0,2538.0,1.0,6.0,2025.59505,1.0
2668,35.0,195.0,1.0,6.0,0.0,42.0,0.0,138.0,8.0,3700.0,5616.0,0.0,24.0,4769.011728,1.0
2669,29.0,116.0,1.0,0.0,2.0,60.0,0.0,329.0,6.0,2654.0,7232.0,2.0,2.0,5156.283175,1.0
2670,4.0,137.0,1.0,8.0,2.0,93.0,0.0,275.0,1.0,998.0,2802.0,1.0,34.0,2143.867264,1.0
2671,34.0,67.0,1.0,0.0,0.0,42.0,0.0,332.0,14.0,5647.0,12561.0,2.0,0.0,9388.278,1.0
2672,5.0,116.0,0.0,8.0,2.0,57.0,0.0,253.0,2.0,1518.0,7628.0,1.0,34.0,4796.017776,1.0
2673,42.0,15.0,0.0,1.0,0.0,48.0,0.0,217.0,14.0,972.0,3677.0,1.0,4.0,2528.4636,1.0
2674,11.0,177.0,0.0,2.0,0.0,68.0,0.0,126.0,16.0,3799.0,7939.0,0.0,8.0,5944.3461,1.0
2675,9.0,212.0,0.0,2.0,2.0,16.0,0.0,115.0,16.0,3679.0,4558.0,0.0,10.0,4239.665991,1.0
2676,1.0,201.0,1.0,6.0,0.0,6.0,1.0,113.0,5.0,7473.0,9757.0,0.0,24.0,1309.715515,1.0
2677,7.0,261.0,0.0,6.0,2.0,16.0,0.0,130.0,8.0,2723.0,5311.0,0.0,26.0,4149.794979,1.0
2678,11.0,224.0,1.0,4.0,0.0,40.0,0.0,224.0,11.0,5132.0,6525.0,1.0,16.0,5922.584525,1.0
2679,45.0,122.0,1.0,6.0,0.0,25.0,0.0,100.0,6.0,5864.0,7806.0,0.0,24.0,6921.75225,1.0
2680,41.0,222.0,0.0,9.0,0.0,50.0,0.0,518.0,6.0,1744.0,3892.0,3.0,36.0,3316.328784,1.0
2681,33.0,50.0,0.0,2.0,0.0,13.0,0.0,127.0,7.0,2069.0,2984.0,0.0,8.0,2655.004473,1.0
2682,27.0,223.0,0.0,9.0,0.0,94.0,0.0,550.0,16.0,4173.0,7463.0,3.0,36.0,6285.476736,1.0
2683,1.0,137.0,1.0,7.0,2.0,91.0,0.0,160.0,1.0,1800.0,3819.0,0.0,30.0,2927.015168,1.0
2684,27.0,144.0,1.0,2.0,0.0,95.0,0.0,115.0,14.0,1615.0,2922.0,0.0,8.0,2352.311808,1.0
2685,49.0,212.0,1.0,7.0,2.0,38.0,0.0,191.0,11.0,3577.0,5317.0,0.0,30.0,4631.282775,1.0
2686,46.0,195.0,1.0,0.0,0.0,38.0,0.0,343.0,7.0,4545.0,6279.0,2.0,0.0,5744.393025,1.0
2687,35.0,30.0,1.0,4.0,3.0,67.0,0.0,290.0,15.0,338.0,2339.0,1.0,19.0,1614.2049,1.0
2688,37.0,123.0,0.0,4.0,0.0,88.0,0.0,251.0,17.0,3847.0,4784.0,1.0,16.0,4507.976704,1.0
2689,6.0,116.0,1.0,8.0,1.0,52.0,0.0,204.0,6.0,2994.0,5931.0,1.0,33.0,4639.297248,1.0
2690,46.0,3.0,1.0,4.0,0.0,32.0,0.0,245.0,10.0,3276.0,4735.0,1.0,16.0,4243.873725,1.0
2691,49.0,195.0,1.0,5.0,0.0,41.0,0.0,320.0,5.0,5679.0,7673.0,2.0,20.0,6954.544223999999,1.0
2692,3.0,144.0,1.0,4.0,0.0,9.0,0.0,201.0,11.0,1781.0,2563.0,1.0,16.0,2375.152461,1.0
2693,23.0,144.0,0.0,7.0,0.0,84.0,0.0,109.0,5.0,1579.0,3418.0,0.0,28.0,2571.1839999999997,1.0
2694,32.0,261.0,1.0,0.0,1.0,46.0,0.0,313.0,5.0,989.0,4332.0,2.0,1.0,2955.791088,1.0
2695,5.0,229.0,1.0,2.0,0.0,98.0,0.0,118.0,5.0,3176.0,9888.0,0.0,8.0,6557.462912,1.0
2696,32.0,222.0,1.0,9.0,0.0,93.0,0.0,604.0,10.0,3915.0,5331.0,3.0,36.0,5156.284672,1.0
2697,24.0,116.0,1.0,7.0,2.0,10.0,0.0,129.0,4.0,1075.0,3953.0,0.0,30.0,2643.745599,1.0
2698,14.0,116.0,0.0,2.0,2.0,100.0,0.0,145.0,11.0,2418.0,5936.0,0.0,10.0,4229.241725,1.0
2699,19.0,185.0,1.0,5.0,0.0,45.0,0.0,306.0,13.0,3960.0,5394.0,2.0,20.0,4957.149888,1.0
2700,15.0,222.0,0.0,5.0,0.0,100.0,0.0,234.0,12.0,1988.0,3430.0,1.0,20.0,2879.959375,1.0
2701,33.0,158.0,1.0,1.0,3.0,86.0,0.0,256.0,14.0,9829.0,14545.0,1.0,7.0,12280.63514,1.0
2702,23.0,224.0,1.0,2.0,0.0,1.0,0.0,119.0,16.0,4888.0,5972.0,0.0,8.0,5557.134231,1.0
2703,4.0,177.0,1.0,1.0,0.0,95.0,0.0,251.0,17.0,2758.0,8741.0,1.0,4.0,5923.7221119999995,1.0
2704,44.0,201.0,1.0,6.0,0.0,46.0,0.0,120.0,6.0,6775.0,10051.0,0.0,24.0,8483.40648,1.0
2705,1.0,141.0,1.0,2.0,0.0,8.0,0.0,134.0,14.0,1994.0,4455.0,0.0,8.0,3362.6736990000004,1.0
2706,12.0,4.0,0.0,1.0,0.0,81.0,0.0,241.0,16.0,1149.0,1721.0,1.0,4.0,1654.13248,1.0
2707,5.0,76.0,0.0,0.0,0.0,98.0,0.0,336.0,13.0,2457.0,3219.0,2.0,0.0,3131.9312640000003,1.0
2708,8.0,40.0,1.0,4.0,0.0,96.0,0.0,220.0,12.0,3424.0,4406.0,1.0,16.0,4080.0883200000003,1.0
2709,11.0,123.0,1.0,8.0,0.0,85.0,0.0,223.0,9.0,4113.0,5792.0,1.0,32.0,5105.368576,1.0
2710,41.0,195.0,0.0,3.0,0.0,5.0,0.0,355.0,14.0,5661.0,8197.0,2.0,12.0,7292.97063,1.0
2711,28.0,224.0,0.0,1.0,1.0,95.0,0.0,214.0,13.0,3151.0,4522.0,1.0,5.0,3997.0909439999996,1.0
2712,39.0,76.0,0.0,5.0,0.0,5.0,0.0,225.0,7.0,3390.0,5098.0,1.0,20.0,4471.522803,1.0
2713,26.0,230.0,1.0,1.0,1.0,16.0,0.0,264.0,14.0,2669.0,8223.0,1.0,5.0,5717.048238,1.0
2714,42.0,39.0,1.0,2.0,0.0,93.0,1.0,163.0,5.0,1502.0,6438.0,0.0,8.0,611.3169216,1.0
