,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour
3008,50,218,1,8,0,90,0,251.0,2.0,3605.0,4590.0,4286.689792,205,1,25,10,4,7
3009,16,127,0,9,0,95,1,582.0,9.0,4372.0,6867.0,917.5778303999999,136,2,44,4,0,9
3010,26,59,0,4,0,63,0,201.0,16.0,2611.0,5293.0,4117.7268,74,2,1,5,4,13
3011,7,183,0,8,0,99,0,213.0,2.0,2788.0,9149.0,6093.659264,44,1,20,9,2,17
3012,33,183,0,9,0,93,0,643.0,11.0,2468.0,7593.0,5597.251968,205,1,34,2,2,13
3013,20,120,0,4,2,59,0,266.0,13.0,1844.0,4998.0,3667.8247200000005,285,2,4,5,1,15
3014,31,257,1,2,1,91,0,109.0,14.0,4560.0,9507.0,7049.356159999999,8,2,4,5,1,15
3015,14,141,1,5,2,2,0,243.0,5.0,2409.0,5309.0,4103.519607,206,1,9,7,5,6
3016,38,0,1,7,0,40,0,136.0,10.0,8888.0,11775.0,10242.078825,367,2,3,5,4,8
3017,15,231,0,8,1,1,0,242.0,1.0,3043.0,4452.0,3989.4710130000003,272,1,9,7,4,8
3018,9,145,1,3,0,89,0,356.0,11.0,809.0,4999.0,3216.200064,54,1,34,2,5,21
3019,1,149,1,1,0,90,0,284.0,16.0,1461.0,2428.0,2199.474816,261,1,34,2,5,20
3020,20,1,1,2,0,15,0,150.0,5.0,1413.0,4309.0,3012.128757,44,1,20,9,4,9
3021,40,189,1,3,2,11,0,361.0,12.0,4665.0,6554.0,5976.632277000001,61,1,9,7,5,6
3022,43,153,0,6,1,97,0,104.0,8.0,5660.0,9617.0,7637.030016,71,1,9,7,1,7
3023,13,149,0,2,0,20,0,143.0,9.0,2237.0,3607.0,2998.608325,86,1,30,1,2,15
3024,45,127,1,0,0,43,2,337.0,15.0,6140.0,8403.0,7570.645776,268,1,34,2,5,20
3025,41,197,0,9,0,28,0,578.0,7.0,3564.0,5397.0,5048.9859,339,1,9,7,2,8
3026,0,87,0,6,0,82,0,109.0,6.0,11072.0,14431.0,12682.84864,279,1,34,2,1,18
3027,8,200,0,8,0,14,0,264.9705573080967,4.0,5290.0,6764.0,6322.777659,288,1,34,2,1,18
3028,45,230,0,0,0,22,0,348.0,10.0,2570.0,4747.0,4000.1346,86,1,25,10,2,9
3029,11,228,1,5,0,33,0,317.0,10.0,1217.0,2234.0,2039.119425,44,1,20,9,2,14
3030,29,85,0,1,0,55,1,239.0,17.0,2614.0,6954.0,749.8396152,205,1,36,3,6,1
3031,21,202,0,0,0,23,0,312.0,13.0,4525.0,6177.0,5655.7851,187,0,33,2,0,11
3032,12,191,0,3,0,14,0,379.0,13.0,4607.0,5712.0,5544.655479,257,1,9,7,3,7
3033,20,145,0,4,0,64,0,295.0,10.0,1794.0,7068.0,4683.1257,205,2,0,0,3,19
3034,27,120,0,6,2,83,0,131.0,8.0,1380.0,4784.0,3169.1672320000002,205,1,31,1,5,21
3035,46,218,0,4,0,56,0,257.0,13.0,4027.0,5265.0,4877.622144,205,2,37,4,6,12
3036,8,120,1,5,2,92,0,283.0,10.0,2237.0,5253.0,3973.6829439999997,205,2,37,4,3,7
3037,17,51,1,5,0,35,0,235.0,6.0,1206.0,1756.0,1712.597775,357,1,24,10,2,22
3038,33,47,1,7,0,53,0,120.0,1.0,6840.0,9844.0,8408.667888,44,1,20,9,3,9
3039,12,195,1,7,0,34,0,124.0,7.0,2932.0,4246.0,3706.221225,86,1,25,10,3,7
3040,47,14,0,7,0,84,0,129.0,11.0,1830.0,4241.0,3122.2231039999997,261,2,41,0,6,20
3041,16,201,1,5,0,87,0,256.0,14.0,3603.0,4926.0,4461.288832,368,1,32,2,2,6
3042,45,200,1,2,0,55,0,106.0,10.254457730228655,5916.0,8049.0,7053.536592,88,1,34,2,2,17
3043,25,189,1,0,2,67,1,260.0,7.0,6063.0,8401.0,1113.31341,98,1,20,9,0,14
3044,26,120,1,9,2,82,0,634.0,16.0,1531.0,6755.0,4714.745728,262,2,43,4,4,11
3045,32,218,1,1,0,72,0,222.0,17.0,4872.0,6794.0,6004.2708,50,2,1,5,1,16
3046,5,149,0,6,0,73,0,143.0,6.0,2394.0,4301.0,3457.5849,1,1,9,7,3,7
3047,0,227,1,6,2,9,1,110.0,7.0,387.0,580.0,89.0670924,44,1,20,9,1,13
3048,7,245,0,5,2,27,0,255.0,6.0,787.0,5914.0,3598.491225,44,1,20,9,2,15
3049,16,4,0,1,0,62,0,248.0,13.0,1302.0,1669.0,1718.0757,44,1,20,9,2,9
3050,14,247,0,6,0,25,0,124.0,8.0,2821.0,6363.615760927363,3700.595325,205,1,25,10,3,7
3051,41,130,1,0,0,11,0,349.0,10.0,1931.0,9538.0,6088.621077000001,274,2,4,5,1,13
3052,18,201,1,3,0,53,0,375.0,10.254457730228655,5023.0,6570.0,6141.78936,349,1,18,8,3,17
3053,29,231,0,3,0,72,0,381.0,17.0,4470.0,5833.0,5485.8474,205,2,37,4,6,18
3054,1,188,0,3,1,59,0,361.0,12.0,7363.0,10107.0,9048.198528,339,1,9,7,4,8
3055,38,97,0,6,0,91,0,122.0,7.0,3785.0,7632.0,5750.4832,74,2,1,5,1,17
3056,34,8,1,1,0,13,0,284.0,13.0,587.0,6363.615760927363,2696.360337,44,1,20,9,2,11
3057,13,51,0,6,0,8,0,131.0,5.0,1850.0,2286.0,2199.809997,205,1,25,10,4,8
3058,22,202,1,4,0,83,0,242.0,17.0,3464.0,6363.615760927363,4264.622208,201,1,25,10,1,8
3059,24,201,1,7,0,16,0,187.0,3.0,2764.0,3732.0,3435.626403,23,1,20,9,6,9
3060,18,163,0,4,3,21,0,258.0,10.0,5240.0,6363.615760927363,7019.676825,44,1,20,9,2,9
3061,30,218,1,8,0,27,0,297.0,4.0,3753.0,5703.0,5014.322775,54,2,37,4,3,20
3062,30,191,0,9,0,97,0,512.0,8.0,10164.0,14546.0,12691.452928,268,1,34,2,4,19
3063,16,228,1,6,0,45,0,142.0,5.0,1164.0,3463.0,2440.9373760000003,44,1,20,9,3,10
3064,21,187,1,6,0,67,0,148.0,5.0,4338.0,5781.0,5157.9297,339,1,9,7,1,8
3065,13,231,1,7,0,34,0,153.0,6.0,4607.0,6363.615760927363,5303.3085,3,1,19,9,6,14
3066,24,56,1,3,1,75,1,371.0,16.0,5795.0,8388.0,1109.866725,257,1,19,9,6,12
3067,15,203,1,5,0,43,0,229.0,13.0,1546.0,3306.0,2641.13784,44,1,20,9,4,11
3068,27,40,1,1,0,64,0,226.0,16.0,3295.0,4951.0,4312.044,44,1,20,9,4,9
3069,38,49,1,9,0,68,0,264.9705573080967,8.0,1954.0,2626.0,2911.4217,201,1,25,10,1,8
3070,22,247,1,6,0,14,1,100.0,5.0,6848.0,9124.0,1213.37715015,141,1,18,8,2,16
3071,49,120,1,7,1,74,0,160.0,6.0,2194.0,3106.0,2783.4741,44,1,20,9,3,9
3072,10,230,0,7,0,11,0,197.0,4.0,2004.0,4636.0,3517.978167,205,1,25,10,4,8
3073,49,201,0,7,0,68,0,129.0,2.0,5240.0,7120.0,6247.1376,205,1,36,3,5,17
3074,47,41,1,2,0,68,0,102.0,6.0,4117.0,5834.0,5029.6851,61,1,9,7,5,6
3075,24,45,1,6,2,22,0,102.0,7.0,1121.0,1942.0,1630.483575,205,2,0,0,0,21
3076,25,187,1,7,0,29,0,188.0,9.0,7509.0,10562.0,9208.550925,257,1,19,9,5,16
3077,34,239,0,5,2,37,0,322.0,5.0,2385.0,3762.0,3388.5474,205,1,25,10,3,8
3078,21,6,0,0,0,64,0,264.0,10.254457730228655,1973.0,3661.0,3052.9818,205,1,34,2,4,18
3079,8,193,1,5,0,28,0,333.0,13.0,3116.0,5189.0,4479.67275,54,2,37,4,4,12
3080,12,263,0,0,3,99,0,284.0,13.0,698.0,2444.0,1830.2986239999998,221,2,2,5,3,19
3081,43,231,0,3,1,11,0,396.0,11.0,3197.0,4506.0,4251.314826,116,1,25,10,5,7
3082,19,181,0,2,2,24,0,142.0,15.0,3132.0,7376.0,5390.3703,177,2,4,5,2,13
3083,35,40,1,5,0,27,1,243.0,5.0,3346.0,4114.0,594.7384275000001,205,1,25,10,3,9
3084,40,5,1,6,0,93,0,133.0,6.0,10095.0,18439.0,14201.076736,368,2,3,5,6,16
3085,24,173,1,1,1,76,0,239.0,15.0,2236.0,6363.615760927363,3554.1198,281,1,42,4,6,6
3086,39,201,1,8,0,44,0,247.0,6.0,4897.0,6324.0,5823.360432,349,1,18,8,3,12
3087,7,200,1,3,0,10,0,388.0,16.0,9132.0,11832.0,10885.681323,205,1,36,3,5,1
3088,29,127,1,5,0,81,1,349.0,7.0,7447.0,10708.0,1394.552544,367,2,4,5,0,10
3089,15,231,1,4,1,46,0,267.0,10.254457730228655,2903.0,4304.0,3851.461872,86,1,25,10,4,8
3090,0,5,1,0,1,28,0,311.0,16.0,10318.0,14558.0,12736.97775,262,1,34,2,2,18
3091,5,228,1,3,0,6,0,381.0,12.0,3311.0,6051.0,5067.113238,205,2,26,0,1,10
3092,7,22,1,0,0,26,0,288.0,12.0,984.0,2899.0,2226.250425,205,1,38,3,1,19
3093,14,120,1,3,2,75,0,350.0,14.0,996.0,1797.0,1730.9754,44,1,20,9,3,10
3094,39,145,0,9,0,15,1,605.0,15.0,2490.0,3519.0,542.04728985,136,2,44,4,0,20
3095,5,149,1,4,0,86,0,272.0,12.0,1321.0,2899.0,2350.192768,205,1,25,10,4,6
3096,13,113,0,8,0,29,0,204.0,1.0,4668.0,8695.0,6868.954575,308,2,1,5,1,14
3097,49,98,1,3,0,55,0,372.0,16.0,1882.0,2772.0,2685.4225920000003,110,1,25,10,1,5
3098,48,78,0,3,0,47,0,390.0,16.0,3702.0,6337.0,5382.857808,301,2,1,5,1,21
3099,1,53,1,6,0,24,0,107.0,8.0,6735.0,9567.0,8243.8587,367,2,4,5,0,14
3100,10,268,1,7,1,66,0,152.0,2.0,2204.0,5338.0,3884.5125,44,1,20,9,4,14
3101,21,90,1,9,0,18,0,523.0,6.0,2877.0,3930.0,3928.1471460000002,205,1,25,10,3,9
3102,49,120,0,5,1,74,0,338.0,10.254457730228655,1167.0,1647.0,1729.0845,44,1,20,9,3,9
3103,8,220,0,0,2,96,0,269.0,15.0,2348.0,3332.0,3068.429056,219,2,37,4,5,18
3104,1,273,0,2,0,82,0,136.0,6.0,1031.0,2528.0,1888.9713920000002,261,2,0,0,2,19
3105,38,254,1,7,2,6,0,161.0,3.0,5329.0,13661.0,9657.884115,205,1,34,2,1,15
3106,32,200,0,4,0,94,0,270.0,14.0,5256.0,7843.0,6730.337151999999,219,1,34,2,1,13
3107,4,14,0,5,0,71,0,227.0,10.254457730228655,846.0,5716.0,3475.5138,44,1,20,9,3,14
3108,3,268,1,8,2,95,1,284.0,1.0,3502.9748219997937,4488.0,514.0869888,205,1,36,3,4,1
3109,26,148,1,3,2,46,1,353.0,13.0,1226.0,4275.0,463.07920319999994,205,2,0,0,2,19
3110,49,4,0,7,0,100,1,152.0,8.0,1163.0,1804.0,239.97967125,54,2,43,4,2,19
3111,10,56,0,9,1,17,0,545.0,5.0,3947.0,5695.0,5367.873159000001,205,1,38,3,0,17
3112,25,51,1,0,0,37,0,290.0,7.0,1300.0,1959.0,1915.8384,279,1,25,10,3,6
3113,34,138,0,8,0,50,0,217.0,7.0,9574.0,13582.0,11727.560159999999,379,1,12,7,4,20
3114,48,210,1,7,3,43,0,138.0,2.0,322.0,460.0,525.693888,201,1,25,10,2,5
3115,21,239,1,9,2,23,0,522.0,8.0,5043.0,7421.0,6742.092525,2,2,4,5,2,21
3116,48,164,0,6,3,98,0,147.0,8.0,1784.0,18690.0,10242.542464,100,2,4,5,1,16
3117,38,268,1,8,2,22,0,205.0,4.0,4424.0,6280.0,5545.24215,244,2,1,5,5,23
3118,29,40,0,3,0,85,0,378.0,16.0,2911.0,4407.0,3984.6329600000004,282,1,24,10,0,9
3119,8,230,0,0,0,44,0,307.0,11.0,3296.0,6911.0,5381.446896,3,2,44,4,0,16
3120,30,149,1,0,0,72,0,277.0,7.0,2846.0,3892.0,3611.8764,268,2,26,0,5,22
3121,25,150,1,9,1,61,0,498.0,9.0,2277.0,3549.0,3379.4838,282,1,7,6,5,7
3122,34,120,0,4,2,91,0,280.0,17.0,2352.0,7948.0,5360.441856,247,1,25,10,4,8
3123,4,15,0,3,0,22,0,386.0,10.254457730228655,1756.0,4078.0,3298.8123,345,0,30,1,3,17
3124,2,201,0,0,0,76,0,279.0,14.0,5324.0,7610.0,6687.4995,204,1,36,3,5,16
3125,31,195,1,9,0,71,0,597.0,11.0,4024.0,6363.615760927363,5696.6283,78,1,22,10,6,13
3126,37,207,0,4,0,49,1,208.0,15.0,7434.0,9630.0,1304.517312,3,2,44,4,4,22
3127,2,96,1,6,0,38,0,127.0,6.0,8142.0,18433.0,13388.913825,205,1,34,2,5,19
3128,40,14,0,2,0,28,0,167.0,12.0,1664.0,5887.0,3937.162425,116,1,25,10,5,8
3129,14,36,1,7,3,30,0,106.0,5.0,1738.0,2547.0,2243.946075,44,1,20,9,5,10
3130,13,200,0,7,0,45,0,132.0,3.0,8336.0,10307.0,9395.77968,205,1,36,3,5,19
3131,17,169,0,1,2,61,0,251.0,13.0,7374.0,9390.0,8557.461,2,2,4,5,1,16
3132,4,174,1,0,3,46,0,268.0,17.0,5177.0,9443.0,7541.851248000001,279,1,19,9,5,11
3133,47,178,0,2,0,86,0,155.0,13.0,3468.0,5100.0,4380.568192,93,2,44,4,4,20
3134,33,115,1,9,0,13,0,509.0,15.0,4540.0,9020.0,7298.4400829999995,367,2,4,5,0,15
3135,26,59,1,1,0,35,1,252.0,17.0,5088.0,7282.0,964.70868375,2,2,3,5,0,12
3136,22,257,1,7,0,4,0,103.0,9.0,1612.0,11713.0,6770.82285,20,2,4,5,0,14
3137,48,40,0,3,0,13,0,396.0,13.0,3138.0,4252.0,4095.39042,86,1,25,10,3,8
3138,41,20,1,9,2,79,0,546.0,6.0,1108.0,2715.0,2434.0635,205,2,41,0,6,20
3139,9,189,1,1,0,40,0,210.0,13.0,4619.0,6507.0,5650.174825,44,1,20,9,4,14
3140,44,164,0,2,3,100,0,172.0,9.0,3283.0,7688.0,5535.0351,44,1,20,9,3,10
3141,34,120,0,8,2,84,0,227.0,8.0,6731.0,10180.0,8564.134656,1,1,9,7,3,6
3142,21,6,1,9,0,2,0,528.0,5.0,1974.0,6913.0,4973.222628,162,2,4,5,1,16
3143,7,272,1,8,0,89,0,284.0,8.0,1211.0,8167.0,4905.0848,367,2,4,5,0,14
3144,44,156,0,6,0,3,1,115.0,7.0,7009.0,15049.0,1672.5907242,177,2,1,5,6,1
3145,11,25,1,4,0,73,0,287.0,14.0,3386.0,4521.0,4203.5697,282,1,7,6,5,6
3146,44,59,0,4,0,55,0,290.0,14.0,2625.0,3883.0,3525.8492159999996,282,1,9,7,2,6
3147,12,164,0,3,3,19,0,389.0,17.0,2570.0,10891.0,7130.226906,205,2,37,4,6,17
3148,8,193,0,9,0,33,0,601.0,12.0,3023.0,4508.0,4360.09245,257,1,9,7,2,6
3149,19,6,1,6,0,26,0,139.0,7.0,3143.0,7479.0,5440.0857,297,2,3,5,1,12
3150,24,10,0,4,3,27,0,234.0,13.0,469.0,671.0,802.72815,71,1,9,7,1,7
3151,5,247,1,1,0,7,0,279.0,10.254457730228655,8277.0,11600.0,10233.376559999999,44,1,20,9,1,11
3152,16,41,1,0,0,66,0,321.0,9.0,3853.0,5557.0,4979.9277,63,1,9,7,4,8
3153,39,111,1,4,0,21,0,215.0,17.0,6401.0,8611.0,7714.4256,106,1,12,7,5,10
3154,11,228,0,7,0,94,0,199.0,11.0,2483.0,6179.0,4469.4594560000005,24,2,1,5,3,4
3155,35,164,1,7,3,21,0,101.0,5.0,10272.0,15137.0,12779.820375,257,1,19,9,6,11
3156,38,230,1,8,0,63,0,211.0,1.0,2650.0,5385.0,4186.611,219,2,26,0,2,10
3157,29,201,1,2,0,43,0,120.0,16.0,5733.0,8640.0,7271.1648,54,1,34,2,2,19
3158,37,120,1,2,2,70,0,130.0,13.0,4049.0,15699.0,9916.6716,367,2,4,5,0,16
3159,38,237,1,7,1,51,0,159.0,9.0,5652.0,15723.0,10786.640832,54,1,34,2,2,18
3160,38,200,0,1,0,11,0,293.0,10.254457730228655,8287.0,12256.0,10579.871906999999,204,1,34,2,4,18
3161,30,120,0,7,2,86,0,164.0,1.0,3502.9748219997937,3108.0,2339.538432,282,1,25,10,1,6
3162,19,17,0,9,0,41,0,554.0,17.0,3136.0,4548.0,4374.353808,162,2,4,5,1,15
3163,37,196,1,4,0,38,0,264.9705573080967,11.0,4325.0,6444.0,5641.28145,339,1,9,7,2,8
3164,32,207,0,9,0,92,0,542.0,14.0,5858.0,8014.0,7379.886976000001,339,1,9,7,2,8
3165,38,120,1,1,2,51,1,212.0,17.0,1434.0,5518.0,550.5403464,205,1,36,3,5,1
3166,23,14,0,2,0,34,0,264.9705573080967,10.254457730228655,2009.0,5656.0,3937.8507,205,1,30,1,1,12
3167,15,228,0,8,0,99,0,264.9705573080967,7.0,1740.0,6363.615760927363,2828.534016,116,1,25,10,5,5
3168,42,192,0,7,1,89,0,104.0,9.0,4103.0,5842.0,5007.813888000001,257,1,9,7,2,5
3169,30,168,0,6,3,80,0,130.0,6.0,8285.0,12753.0,10415.565525,100,1,9,7,2,7
3170,47,195,1,9,0,49,0,600.0,14.0,3121.0,6363.615760927363,4210.469424,48,0,33,2,0,9
3171,39,195,1,2,0,100,1,165.0,7.0,1914.0,4715.0,510.5218575,282,1,33,2,3,6
3172,9,236,1,3,0,34,0,353.0,15.0,2600.0,9987.0,6639.30015,367,2,4,5,0,16
3173,49,164,1,1,3,47,0,235.0,16.0,4070.0,17018.0,10726.776431999999,262,1,34,2,5,21
3174,2,112,1,8,0,47,0,211.0,2.0,3246.0,4488.0,4052.665872,257,1,9,7,3,8
3175,49,11,0,5,0,38,0,264.9705573080967,14.0,680.0,981.0,1162.74585,44,1,20,9,3,10
3176,48,249,1,0,0,53,1,334.0,17.0,4914.0,8517.0,1052.3595168,3,1,19,9,6,13
3177,3,164,1,5,3,7,0,226.0,11.0,3298.0,14548.0,9157.904118,297,1,33,2,3,19
3178,41,178,0,0,0,10,0,302.0,8.0,1575.0,2515.0,2348.405136,205,1,25,10,3,5
3179,36,201,0,5,0,65,0,291.0,10.0,3889.0,5846.0,5111.7363,282,1,9,7,2,7
3180,22,245,1,6,2,28,0,104.0,7.0,1958.0,5162.0,3657.323775,323,2,4,5,2,0
3181,22,95,1,8,1,45,1,286.0,6.0,272.0,841.0,125.6153832,205,1,36,3,6,12
3182,21,120,1,6,2,28,0,106.0,7.0,3083.0,5160.0,4219.814025,44,1,20,9,4,11
3183,2,200,1,4,0,68,0,236.0,15.0,3529.0,4622.0,4274.4339,54,2,26,0,0,17
3184,46,97,0,6,0,51,0,144.0,7.0,3961.0,6494.0,5340.758976,221,2,2,5,0,2
3185,47,236,1,8,0,87,0,259.0,9.0,3153.0,14571.0,8997.522688,221,2,2,5,0,6
3186,21,203,1,0,0,11,0,254.0,12.0,3501.0,4878.0,4448.085147,345,1,9,7,3,9
3187,22,40,1,5,0,84,0,293.0,12.0,2916.0,3872.0,3637.918592,229,1,20,9,6,10
3188,39,239,1,1,2,63,0,207.0,16.0,5198.0,7716.0,6607.5867,205,1,34,2,3,18
3189,6,110,1,1,0,25,1,237.0,13.0,12197.0,17510.0,2260.80532125,221,2,3,5,1,12
3190,2,141,1,8,2,2,0,263.0,5.0,2679.0,10469.0,6839.605970999999,42,1,9,7,5,8
3191,43,40,0,8,0,2,0,202.0,5.0,3380.0,4786.0,4286.611296,86,1,25,10,5,6
3192,12,69,0,6,0,98,1,106.0,6.0,3261.0,7051.0,778.3909056,221,2,2,5,0,2
3193,43,121,1,2,0,9,0,154.0,15.0,7941.0,10864.0,9569.64294,367,2,4,5,0,15
3194,10,268,0,4,2,13,0,283.0,16.0,3848.0,6991.0,5710.598883,48,2,1,5,3,21
3195,1,120,1,4,2,35,2,264.9705573080967,10.0,1670.0,3686.0,2889.4383,3,1,23,10,6,13
3196,33,201,1,7,0,71,0,166.0,8.0,4019.0,5177.0,4720.0032,205,2,37,4,3,20
3197,38,120,0,5,1,88,0,208.0,5.0,3327.0,5534.0,4573.893632,345,1,20,9,6,11
3198,43,150,1,5,0,7,0,306.0,9.0,3245.0,5621.0,4742.515700999999,257,2,4,5,1,16
3199,15,149,0,9,0,34,0,469.0,5.0,1280.0,3049.0,2627.99355,222,1,25,10,1,7
3200,8,231,1,4,0,31,0,299.0,10.0,4721.0,6085.0,5693.1315,44,1,20,9,4,14
3201,28,170,0,7,2,97,1,140.0,8.0,628.0,11591.0,924.6490176000001,167,2,1,5,5,2
3202,12,164,1,7,3,8,0,163.0,2.0,3005.0,8348.0,5840.055936,44,1,20,9,5,10
3203,34,195,1,8,0,89,1,209.0,9.0,5670.0,7639.0,1015.5854016000001,44,1,20,9,1,14
3204,34,218,1,5,2,99,0,218.0,12.0,3562.0,4554.0,4219.225472,183,1,24,10,2,19
3205,0,212,1,4,3,31,0,220.0,15.0,3576.0,5804.0,4904.7474,36,1,20,9,0,14
3206,3,231,1,6,0,96,0,136.0,5.0,3782.0,4497.0,4215.972992,279,1,33,2,5,8
3207,42,201,0,1,0,94,0,234.0,14.0,4067.0,6038.0,5217.342592,257,1,9,7,3,6
3208,47,191,0,5,0,24,0,227.0,10.254457730228655,9588.0,13529.0,11765.263125,261,1,34,2,4,17
3209,32,268,1,1,1,22,0,200.0,14.0,1920.0,10271.0,6288.269925,44,1,20,9,1,16
3210,2,148,0,8,2,76,0,240.0,1.0,2915.0,5011.0,4161.366,371,2,45,5,6,1
3211,32,161,1,4,0,65,0,232.0,17.0,739.0,1006.0,1094.9202,1,1,25,10,1,5
3212,18,14,1,1,0,66,0,205.0,13.0,4833.0,12122.0,8606.5848,367,2,4,5,0,0
3213,37,127,1,5,0,77,0,205.0,6.0,5165.0,6363.615760927363,6277.7682,169,1,20,9,0,15
3214,44,120,0,9,1,78,0,635.0,11.0,2208.0,3579.0,3496.3632,339,1,9,7,3,8
3215,22,189,1,6,2,95,0,133.0,9.0,3818.0,5090.0,4524.899456,1,1,9,7,3,5
3216,11,127,1,7,0,2,0,168.0,5.0,2768.0,4162.0,3634.366527,279,1,25,10,5,6
3217,25,14,1,2,0,86,0,155.0,13.0,1348.0,4237.0,2908.6337280000002,205,1,36,3,3,12
3218,28,183,0,6,0,42,0,140.0,8.0,977.0,1959.0,1598.871312,256,1,9,7,3,6
3219,9,40,0,2,0,37,1,146.0,14.0,2674.0,3909.0,515.02570875,54,2,0,0,1,18
3220,49,231,1,9,0,70,1,529.0,16.0,6719.0,9127.0,1257.0049800000002,221,2,3,5,6,14
3221,23,20,1,3,2,81,0,384.0,11.0,852.0,1545.0,1561.012992,23,1,20,9,6,9
3222,2,10,0,6,3,45,1,127.0,5.0,514.0,1212.0,147.6136872,204,2,0,0,3,22
3223,36,246,1,0,0,91,0,289.0,5.0,1591.0,2322.0,2214.1306879999997,162,1,19,9,5,14
3224,14,156,1,1,0,74,1,221.0,13.0,1027.0,6363.615760927363,492.35472000000004,44,1,20,9,2,13
3225,16,230,0,8,0,21,0,298.0,1.0,3912.0,9004.0,6739.758375,157,2,4,5,2,13
3226,43,50,0,4,0,53,0,228.0,15.0,633.0,4109.0,2585.903616,205,1,34,2,4,19
3227,23,141,1,3,2,41,0,371.0,13.0,2553.0,5706.0,4477.032432,339,1,9,7,4,8
3228,23,236,1,4,0,72,0,204.0,17.0,5417.0,12907.0,9287.7642,367,2,3,5,6,16
3229,22,195,1,3,0,35,0,388.0,14.0,3963.0,5313.0,5019.908775,308,1,9,7,5,9
3230,27,124,0,6,2,92,0,134.0,8.0,1497.0,5574.0,3619.4484479999996,205,1,36,3,5,19
3231,32,231,0,8,0,34,1,250.0,4.0,4904.0,6443.0,886.64333625,54,2,41,0,6,18
3232,49,230,1,1,0,33,0,245.0,14.0,1302.0,5321.0,3552.23715,219,2,0,0,0,19
3233,45,40,1,2,0,72,0,107.0,14.0,3454.0,4611.0,4103.6985,339,1,33,2,0,7
3234,7,236,1,9,0,89,0,550.0,12.0,8129.0,12128.0,10536.70464,168,2,3,5,1,12
3235,40,231,1,1,0,100,0,206.0,12.0,6757.0,9164.0,7992.088875,219,1,34,2,5,21
3236,24,220,0,8,2,77,1,277.0,7.0,2543.0,3411.0,483.52788,219,1,38,3,1,19
3237,16,127,1,4,0,85,1,272.0,13.0,4285.0,6173.0,814.273152,54,1,36,3,5,19
3238,26,40,0,0,0,40,0,264.9705573080967,5.0,3476.0,6363.615760927363,4446.27605,279,1,25,10,5,8
3239,17,201,1,2,0,76,0,117.0,8.0,5239.0,6903.0,6130.9314,257,1,19,9,6,14
3240,13,154,1,5,2,84,0,253.0,11.0,1203.0,6689.0,4142.811904,44,1,20,9,1,16
3241,13,204,0,9,0,10,1,636.0,7.0,2191.0,6363.615760927363,554.8155128999999,205,1,25,10,3,9
3242,11,26,0,9,0,40,0,575.0,5.0,4279.0,5614.0,5399.680675,368,2,4,5,0,16
3243,22,203,1,1,0,94,0,253.0,12.0,3259.0,5271.0,4457.987072,378,1,9,7,5,7
3244,27,228,0,6,0,44,0,115.0,9.0,1457.0,3507.0,2582.594928,204,1,25,10,5,5
3245,31,112,1,3,0,77,0,356.0,14.0,6836.0,9296.0,8348.9571,297,2,3,5,5,14
3246,34,40,0,1,0,90,0,287.0,17.0,3091.0,4408.0,3984.6526719999997,86,1,25,10,2,7
3247,11,220,1,5,2,60,0,328.0,14.0,2321.0,3481.0,3160.31615,220,2,2,5,6,8
3248,33,236,0,3,0,45,1,370.0,12.0,2802.0,6880.0,777.5133624,3,2,45,5,3,2
3249,36,51,1,3,0,86,0,364.0,11.0,1446.0,2151.0,2133.311488,279,1,25,10,4,5
3250,49,230,1,4,0,31,0,215.0,12.0,4025.0,6083.0,5261.87235,339,1,33,2,1,7
3251,34,127,1,4,0,88,0,264.9705573080967,12.0,3403.0,5105.0,4401.78816,86,1,25,10,2,6
3252,28,156,1,4,0,88,0,220.0,15.0,6280.0,12018.0,9247.608832,257,1,19,9,6,13
3253,39,205,1,1,0,54,0,240.0,16.0,3880.0,9246.0,6769.8936,368,1,33,2,2,9
3254,41,187,0,2,0,74,0,162.0,14.0,2775.0,3978.0,3507.7977,282,1,20,9,6,9
3255,48,220,0,7,2,95,0,105.0,8.0,2258.0,3696.0,3039.9649280000003,219,1,38,3,0,19
3256,12,200,0,8,0,27,1,218.0,5.0,5776.0,8359.0,1090.62111375,205,1,34,2,2,21
3257,29,10,0,4,3,3,0,220.0,12.0,375.0,797.0,806.61933,345,1,20,9,6,13
3258,26,239,0,6,2,100,0,124.0,6.0,3524.0,4922.0,4251.665575,85,1,20,9,5,13
3259,48,239,1,6,2,97,0,106.0,5.0,3502.9748219997937,5363.0,4517.734144,44,1,20,9,5,9
3260,2,231,1,6,0,12,0,139.0,7.0,6821.0,9671.0,8389.930923,54,1,35,2,5,14
3261,26,40,1,9,0,83,0,531.0,5.0,3311.0,4740.0,4492.867456,86,1,25,10,4,7
3262,35,15,1,6,0,64,0,145.0,7.0,850.0,1575.0,1344.7665,297,2,1,5,6,3
3263,20,237,1,8,1,16,0,298.0,2.0,3496.0,13689.0,8891.330778,367,2,4,5,0,14
3264,29,261,1,1,0,82,1,217.0,12.0,4367.0,6363.615760927363,787.4135808,44,1,20,9,1,13
3265,11,228,0,3,0,27,0,367.0,13.0,3494.0,4993.0,4604.47995,31,2,1,5,4,6
