,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour,Stall_no_Market_Category,Stall_no_Loyalty_customer,Stall_no_Product_Category,Stall_no_Grade,Stall_no_Discount_avail,Stall_no_year,Stall_no_month,Market_Category_Stall_no,Market_Category_Loyalty_customer,Market_Category_Product_Category,Market_Category_Grade,Market_Category_Discount_avail,Market_Category_year,Market_Category_month,Loyalty_customer_Stall_no,Loyalty_customer_Market_Category,Loyalty_customer_Product_Category,Loyalty_customer_Grade,Loyalty_customer_Discount_avail,Loyalty_customer_year,Loyalty_customer_month,Product_Category_Stall_no,Product_Category_Market_Category,Product_Category_Loyalty_customer,Product_Category_Grade,Product_Category_Discount_avail,Product_Category_year,Product_Category_month,Grade_Stall_no,Grade_Market_Category,Grade_Loyalty_customer,Grade_Product_Category,Grade_Discount_avail,Grade_year,Grade_month,Discount_avail_Stall_no,Discount_avail_Market_Category,Discount_avail_Loyalty_customer,Discount_avail_Product_Category,Discount_avail_Grade,Discount_avail_year,Discount_avail_month,year_Stall_no,year_Market_Category,year_Loyalty_customer,year_Product_Category,year_Grade,year_Discount_avail,year_month,month_Stall_no,month_Market_Category,month_Loyalty_customer,month_Product_Category,month_Grade,month_Discount_avail,month_year
3496,39,265,1,1,0,15,0,240.0,12.0,866.0,3006.0,2178.102168,348,2,4,5,0,0,3261,79,391,156,100,115,414,3903,459,1500,349,442,466,1066,90,468,11,4,3,5,15,89,300,3,4,3,5,16,39,193,1,1,0,2,5,39,262,1,1,0,2,5,134,478,5,21,8,6,18,288,608,11,51,20,14,12
3497,17,178,1,2,0,43,0,100.0,12.0,1827.0,3161.0,2580.369264,274,1,20,9,6,14,1435,35,172,68,42,49,185,2356,302,964,236,291,302,659,68,386,12,4,3,4,19,117,398,5,8,6,7,31,17,132,1,2,0,1,9,17,175,1,2,0,1,9,61,200,3,12,4,3,14,444,902,18,92,36,24,17
3498,13,78,1,0,0,71,0,273.0,8.0,4682.0,7537.0,6323.5161,345,2,4,5,2,0,1086,27,130,52,32,38,141,1077,134,452,100,121,135,302,64,297,10,4,3,5,15,13,44,1,0,0,2,5,13,64,1,0,0,2,5,13,77,1,0,0,2,5,108,351,5,20,8,6,18,262,490,11,50,20,14,12
3499,25,80,0,4,0,89,1,269.0,16.0,2779.0,4702.0,593.6485632,205,1,41,3,1,5,2076,50,254,100,65,72,265,1131,136,467,104,126,137,308,25,68,4,0,1,1,3,226,664,8,16,13,13,47,25,66,0,4,1,1,3,76,318,2,14,4,4,14,69,135,2,14,4,4,8,124,198,4,24,8,7,5
3500,12,231,1,5,1,31,0,336.0,10.0,3071.0,4056.0,3893.30235,205,1,25,10,4,5,1046,25,125,49,29,35,135,3394,401,1318,308,388,413,949,63,436,15,5,3,4,20,264,905,11,21,15,16,65,63,245,3,15,3,4,21,12,228,1,5,1,1,10,56,251,3,15,5,3,15,490,1083,20,105,41,27,18
3501,25,228,1,5,0,48,0,264.9705573080967,6.0,3581.0,6441.64093892757,4712.783904,368,1,33,2,2,23,2123,51,255,100,64,72,264,3306,395,1295,304,381,408,923,76,433,15,4,3,4,12,277,903,11,20,15,16,57,25,167,1,5,0,1,2,25,225,1,5,0,1,2,69,248,3,15,4,3,7,73,153,3,15,4,3,3
3502,5,164,1,5,3,54,0,274.0,11.0,3413.0,11063.0,7471.832256000001,186,2,1,5,1,14,448,11,55,23,12,16,57,2096,276,870,215,263,274,593,56,374,15,7,3,5,15,257,863,11,23,15,17,60,156,352,7,35,9,11,38,5,161,1,5,3,2,5,100,413,5,25,11,6,18,254,550,11,55,23,14,12
3503,26,218,1,8,0,75,0,261.0,4.0,7973.0,11334.0,9819.1764,297,2,3,5,4,17,2205,53,268,104,66,76,278,3188,377,1256,290,362,392,889,77,425,18,4,3,5,15,430,1381,17,32,23,26,93,26,163,1,8,0,2,5,26,215,1,8,0,2,5,121,450,5,28,8,6,18,275,583,11,58,20,14,12
3504,10,200,0,5,0,61,0,208.0,13.0,3664.0,4908.0,4454.5743,205,2,0,0,1,22,862,20,105,40,24,31,105,2893,342,1142,269,332,352,791,10,164,5,0,0,2,0,262,890,10,20,15,17,55,10,150,0,5,0,2,0,10,197,0,5,0,2,0,105,439,4,25,8,6,16,159,317,6,35,12,9,7
3505,24,120,1,1,2,27,0,270.0,15.0,2359.0,5364.0,4126.946775,44,1,20,9,4,9,1993,49,241,98,61,69,260,1587,212,668,172,200,202,430,75,335,11,6,3,4,19,74,218,3,6,3,4,20,125,290,5,21,6,7,31,24,117,1,1,2,1,9,68,156,3,11,6,3,14,451,869,18,91,38,24,17
3506,49,201,0,8,0,3,0,280.0,2.0,3269.0,4136.0,3982.841676,279,1,25,10,3,6,4048,98,498,196,126,142,525,2979,344,1155,270,334,354,809,49,165,8,0,0,1,9,453,1371,16,32,23,25,98,49,151,0,8,0,1,10,49,198,0,8,0,1,10,93,223,2,18,4,3,15,527,1070,19,108,40,27,18
3507,12,239,0,7,2,3,0,125.0,2.0,2374.0,4067.0,3345.805386,279,1,25,10,5,6,1050,24,127,50,29,35,135,3575,414,1373,318,402,424,988,12,199,7,2,0,1,9,366,1247,14,30,21,22,87,113,333,4,27,6,7,32,12,236,0,7,2,1,10,56,259,2,17,6,3,15,490,1089,19,107,42,27,18
3508,33,265,0,5,0,10,0,294.0,6.0,612.0,3472.6409389275696,1162.403748,205,1,34,2,4,18,2777,66,335,132,84,96,347,3897,458,1504,349,442,465,1064,33,219,5,0,0,1,2,285,928,10,20,15,16,57,33,193,0,5,0,1,2,33,262,0,5,0,1,2,77,283,2,15,4,3,7,81,169,2,15,4,3,3
3509,32,195,0,0,0,53,0,282.0,7.0,4567.0,6341.0,5703.085152000001,339,1,20,9,6,14,2671,64,320,128,81,93,344,2779,332,1092,261,322,341,762,32,159,0,0,0,1,8,32,107,0,0,0,1,9,32,145,0,0,0,1,9,32,192,0,0,0,1,9,76,217,2,10,4,3,14,459,913,17,90,36,24,17
3510,48,25,0,0,0,69,1,321.0,7.0,3032.0,3904.0,563.027355,221,2,2,5,0,18,3917,96,480,192,125,141,509,524,44,184,29,41,50,128,48,25,0,0,1,2,5,48,18,0,0,1,2,5,48,21,0,0,1,2,5,99,290,2,10,4,5,16,143,317,4,20,8,7,18,297,464,10,50,20,15,12
3511,39,201,0,0,0,66,0,345.0,14.0,4855.0,6800.0,6118.8534,205,1,34,2,1,20,3241,78,390,156,100,114,411,2969,344,1147,270,334,354,801,39,165,0,0,0,1,2,39,113,0,0,0,1,2,39,151,0,0,0,1,2,39,198,0,0,0,1,2,83,223,2,10,4,3,7,87,141,2,10,4,3,3
3512,33,194,1,7,0,33,0,144.0,3.0,6465.0,9325.640938927569,7564.770675,257,1,19,9,6,14,2754,67,337,132,84,96,354,2733,331,1089,260,320,338,754,84,402,17,4,3,4,19,387,1218,15,28,21,22,86,33,144,1,7,0,1,9,33,191,1,7,0,1,9,77,216,3,17,4,3,14,460,912,18,97,36,24,17
3513,42,220,1,7,2,42,1,147.0,3.0,2225.0,3507.0,449.1856944,261,2,37,4,3,22,3497,85,427,170,109,124,445,3259,382,1275,295,369,396,903,93,427,17,6,4,5,14,396,1237,15,30,22,23,81,143,324,5,27,7,8,26,93,403,3,17,6,5,15,137,451,5,27,10,7,17,241,427,9,47,18,12,10
3514,15,178,1,6,0,56,0,120.0,5.0,2660.0,3576.0,3218.8268160000002,345,1,9,7,5,8,1261,31,156,60,36,43,162,2354,302,968,236,291,302,657,66,386,16,4,3,4,17,318,1042,13,24,18,19,73,15,132,1,6,0,1,7,15,175,1,6,0,1,7,59,200,3,16,4,3,12,346,719,15,76,28,19,14
3515,44,51,1,8,0,90,0,241.0,9.0,3921.0,5586.0,4926.797568,158,1,33,2,4,9,3612,89,448,176,112,129,464,853,92,336,68,82,93,218,95,275,18,4,3,4,12,448,1293,17,32,23,25,90,44,44,1,8,0,1,2,44,51,1,8,0,1,2,88,114,3,18,4,3,7,92,74,3,18,4,3,3
3516,42,201,1,8,0,93,0,249.0,10.254457730228655,4648.0,6331.0,5658.03392,297,1,9,7,5,8,3492,85,428,168,108,123,447,2972,345,1155,270,334,354,806,93,409,18,4,3,4,17,446,1371,17,32,23,25,95,42,151,1,8,0,1,7,42,198,1,8,0,1,7,86,223,3,18,4,3,12,373,739,15,78,28,19,14
3517,39,143,1,7,0,56,0,106.0,6.0,1478.0,9195.0,5410.84752,368,2,4,5,0,15,3216,79,397,156,100,115,414,1806,239,753,190,226,230,489,90,356,17,4,3,5,15,393,1184,15,28,21,23,82,39,113,1,7,0,2,5,39,140,1,7,0,2,5,134,400,5,27,8,6,18,288,539,11,57,20,14,12
3518,46,138,0,9,0,48,0,633.0,13.0,2495.0,15064.0,9363.596976,261,1,34,2,4,18,3782,92,469,184,118,134,486,1720,228,726,184,217,218,460,46,108,9,0,0,1,2,501,1487,18,36,26,28,101,46,110,0,9,0,1,2,46,135,0,9,0,1,2,90,163,2,19,4,3,7,94,97,2,19,4,3,3
3519,3,239,0,2,2,1,0,149.0,7.0,3574.0,6841.0,5359.613985,279,1,34,2,1,17,321,6,32,14,7,9,33,3566,414,1368,318,402,424,982,3,199,2,2,0,1,2,103,445,4,10,6,7,24,104,333,4,22,6,7,24,3,236,0,2,2,1,2,47,259,2,12,6,3,7,51,160,2,12,6,3,3
3520,5,230,1,1,0,60,0,259.0,12.0,2651.0,5868.0,4421.828775,205,2,26,0,1,14,475,11,51,20,12,16,52,3338,399,1304,306,386,412,932,56,435,11,4,3,5,10,55,281,3,4,3,5,11,5,169,1,1,0,2,0,5,227,1,1,0,2,0,100,457,5,21,8,6,16,154,333,7,31,12,9,7
3521,31,191,0,4,0,91,0,287.0,15.0,4615.0,6475.0,5756.219392,204,2,42,4,0,12,2589,62,314,124,78,91,330,2629,324,1056,255,313,331,722,31,155,4,0,0,2,4,232,721,8,16,12,14,48,31,142,0,4,0,2,4,31,188,0,4,0,2,4,126,432,4,24,8,6,17,230,413,8,44,16,11,10
3522,26,149,1,6,0,27,0,100.0,7.0,1155.0,3248.0,2297.2824,205,1,41,3,2,5,2181,53,266,104,66,75,276,2318,300,958,235,288,299,646,77,361,16,4,3,4,13,329,1024,13,24,18,19,69,26,117,1,6,0,1,3,26,146,1,6,0,1,3,70,174,3,16,4,3,8,125,211,5,26,8,6,5
3523,49,78,0,7,2,66,0,191.0,4.0,3027.0,5311.0,4318.0533,54,2,0,0,1,22,4008,98,497,198,126,143,515,1111,133,459,102,121,135,297,49,66,7,2,0,2,0,403,1155,14,30,21,23,77,150,275,4,27,6,8,22,49,77,0,7,2,2,0,144,351,4,27,10,6,16,198,277,6,37,14,9,7
3524,17,8,1,9,0,72,0,561.0,17.0,1263.0,7539.0,4919.7852,54,1,34,2,4,9,1384,35,179,68,42,49,179,175,13,65,10,11,15,40,68,235,19,4,3,4,12,472,1418,19,36,26,28,101,17,7,1,9,0,1,2,17,8,1,9,0,1,2,61,76,3,19,4,3,7,65,61,3,19,4,3,3
3525,31,8,1,9,0,60,0,624.0,7.0,653.0,7079.0,4391.624025,367,2,4,5,0,15,2548,63,319,124,78,91,331,179,13,65,10,11,16,42,82,235,19,4,3,5,15,486,1418,19,36,26,29,104,31,7,1,9,0,2,5,31,8,1,9,0,2,5,126,301,5,29,8,6,18,280,451,11,59,20,14,12
3526,36,0,1,3,2,24,0,397.0,12.0,8914.0,11418.0,10548.761999999999,2,2,3,5,3,21,2945,73,363,146,93,106,381,28,1,3,1,0,2,4,87,227,13,6,3,5,15,186,465,7,14,9,11,38,137,251,5,23,6,8,27,36,0,1,3,2,2,5,131,293,5,23,10,6,18,285,443,11,53,22,14,12
3527,0,234,0,6,3,28,0,138.0,5.0,488.0,1089.0,924.572775,91,2,1,5,3,4,76,0,6,3,0,1,5,3437,404,1331,311,392,417,955,0,194,6,3,0,2,5,303,1082,12,27,18,20,71,151,360,6,36,9,11,38,0,231,0,6,3,2,5,95,460,4,26,11,6,18,249,592,10,56,23,14,12
3528,4,148,1,1,2,70,0,278.0,14.0,5615.0,11560.0,8788.7448,221,2,3,5,2,16,369,9,41,18,9,13,47,1875,249,783,197,236,243,517,55,360,11,6,3,5,15,54,232,3,6,3,5,16,105,302,5,21,6,8,27,4,145,1,1,2,2,5,99,404,5,21,10,6,18,253,542,11,51,22,14,12
3529,41,138,1,1,0,19,0,287.0,15.0,6221.0,26878.0,16859.633868,2,2,2,5,4,11,3386,83,411,164,106,121,435,1717,229,718,184,217,219,462,92,351,11,4,3,5,15,91,226,3,4,3,5,16,41,110,1,1,0,2,5,41,135,1,1,0,2,5,136,397,5,21,8,6,18,290,535,11,51,20,14,12
3530,27,127,1,8,0,50,0,271.0,1.0,5211.0,8071.64093892757,6677.131104,257,1,20,9,0,14,2258,55,278,108,69,78,292,1657,222,701,178,209,210,448,78,342,18,4,3,4,19,431,1328,17,32,23,25,97,27,101,1,8,0,1,9,27,124,1,8,0,1,9,71,159,3,18,4,3,14,454,871,18,98,36,24,17
3531,2,235,1,2,2,82,0,106.0,13.0,9209.0,12771.0,10950.301824,301,1,9,7,4,9,236,5,22,10,5,6,27,3468,407,1335,313,394,418,957,53,440,12,6,3,4,17,102,441,5,10,6,7,29,103,331,5,22,6,7,29,2,232,1,2,2,1,7,46,255,3,12,6,3,12,333,764,15,72,30,19,14
3532,26,40,1,0,0,75,0,331.0,14.0,3200.0,6060.64093892757,3830.2605,86,1,25,10,2,6,2154,53,260,104,66,75,282,762,86,304,61,77,87,208,77,265,10,4,3,4,20,26,23,1,0,0,1,10,26,34,1,0,0,1,10,26,40,1,0,0,1,10,70,105,3,10,4,3,15,504,996,20,100,40,27,18
3533,35,204,1,0,0,75,0,321.0,16.0,1313.0,4497.0,3198.3435,205,2,0,0,1,19,2921,71,350,140,90,103,366,3029,351,1175,274,340,362,825,86,412,10,4,3,5,10,35,116,1,0,0,2,0,35,154,1,0,0,2,0,35,201,1,0,0,2,0,130,442,5,20,8,6,16,184,321,7,30,12,9,7
3534,10,164,0,5,3,67,0,283.0,8.0,1681.0,18681.0,10367.4186,339,2,4,5,2,13,848,20,105,43,24,31,109,2101,275,870,215,263,274,593,10,132,5,3,0,2,5,262,863,10,23,15,17,60,161,352,6,35,9,11,38,10,161,0,5,3,2,5,105,413,4,25,11,6,18,259,550,10,55,23,14,12
3535,27,40,0,6,0,47,1,143.0,6.0,3672.0,5163.0,680.091876,279,1,30,1,2,1,2239,54,276,108,70,78,284,763,85,310,61,78,87,200,27,38,6,0,1,1,1,330,965,12,24,19,19,67,27,34,0,6,1,1,1,78,298,2,16,4,4,12,71,105,2,16,4,4,6,26,11,0,6,0,1,1
3536,34,164,1,0,3,27,0,264.9705573080967,8.0,3249.0,15935.0,9850.980825,339,1,9,7,4,9,2825,69,340,139,87,99,362,2125,276,865,215,263,273,595,85,374,10,7,3,4,17,34,87,1,3,0,1,7,185,352,7,30,9,10,40,34,161,1,0,3,1,7,78,188,3,10,7,3,12,365,709,15,70,31,19,14
3537,42,164,0,0,3,66,0,308.0,7.0,1251.0,4040.0,2925.7965,86,1,25,10,4,7,3476,84,420,171,108,123,450,2133,275,865,215,263,273,598,42,132,0,3,0,1,9,42,87,0,3,0,1,10,193,352,6,30,9,10,43,42,161,0,0,3,1,10,86,188,2,10,7,3,15,520,1047,19,100,43,27,18
3538,39,80,1,0,0,56,0,322.0,13.0,2597.0,4083.0,3642.8754240000003,297,1,32,2,2,6,3200,79,390,156,100,114,411,1143,137,463,104,125,137,307,90,298,10,4,3,4,12,39,45,1,0,0,1,2,39,66,1,0,0,1,2,39,79,1,0,0,1,2,83,135,3,10,4,3,7,87,81,3,10,4,3,3
3539,10,269,1,5,2,91,0,286.0,8.0,1305.0,14305.0,7980.639744,367,2,4,5,0,0,883,21,105,42,24,31,109,3967,466,1528,356,449,473,1082,61,471,15,6,3,5,15,262,931,11,22,15,17,60,111,343,5,25,6,8,27,10,266,1,5,2,2,5,105,480,5,25,10,6,18,259,610,11,55,22,14,12
3540,10,187,0,7,0,38,0,177.0,8.0,4440.0,5964.0,5369.7021,44,1,20,9,3,0,854,20,107,40,24,30,112,2510,317,1032,249,306,322,702,10,151,7,0,0,1,8,364,1211,14,28,21,22,86,10,139,0,7,0,1,9,10,184,0,7,0,1,9,54,209,2,17,4,3,14,437,906,17,97,36,24,17
3541,31,239,1,0,2,55,1,256.0,10.254457730228655,2746.0,5135.0,625.7399687999999,3,1,33,2,2,6,2604,63,310,126,79,90,328,3594,415,1366,318,403,424,982,82,444,10,6,4,4,12,31,137,1,2,1,1,2,132,333,5,20,7,7,24,82,414,3,10,6,4,13,75,259,3,10,6,4,7,79,160,3,10,6,4,3
3542,28,149,1,7,0,13,0,149.0,8.0,2808.0,6878.0,4995.370413000001,368,2,4,5,0,13,2341,57,287,112,71,82,299,2320,300,959,235,288,300,648,79,361,17,4,3,5,15,382,1187,15,28,21,23,82,28,117,1,7,0,2,5,28,146,1,7,0,2,5,123,405,5,27,8,6,18,277,543,11,57,20,14,12
3543,26,1,0,0,0,23,0,318.0,7.0,1509.0,4656.0,3394.15335,91,2,1,5,4,5,2141,52,260,104,66,76,278,1280,156,518,122,148,157,345,26,1,0,0,0,2,5,26,1,0,0,0,2,5,26,1,0,0,0,2,5,26,1,0,0,0,2,5,121,294,4,20,8,6,18,275,444,10,50,20,14,12
3544,8,80,0,2,0,40,0,104.0,8.0,2576.0,3385.0,3017.4252,205,1,30,1,4,0,671,16,82,32,19,24,86,1118,136,465,104,125,137,306,8,68,2,0,0,1,1,108,355,4,8,6,7,23,8,66,0,2,0,1,1,8,79,0,2,0,1,1,52,135,2,12,4,3,6,8,20,0,2,0,0,1
3545,18,228,1,1,0,98,0,287.0,14.0,3223.0,5089.0,4384.7569920000005,279,1,33,2,5,18,1534,37,181,72,45,52,189,3299,395,1291,304,381,408,923,69,433,11,4,3,4,12,68,279,3,4,3,4,13,18,167,1,1,0,1,2,18,225,1,1,0,1,2,62,248,3,11,4,3,7,66,153,3,11,4,3,3
3546,7,247,1,5,0,6,0,262.0,5.0,2585.0,4021.0,3566.2933350000003,78,1,21,9,3,3,647,15,75,28,17,21,83,3718,429,1417,328,416,438,1021,58,452,15,4,3,4,19,259,916,11,20,15,16,64,7,180,1,5,0,1,9,7,244,1,5,0,1,9,51,266,3,15,4,3,14,434,949,18,95,36,24,17
3547,19,231,1,0,1,84,1,266.0,17.0,3128.0,4447.0,600.2215296,279,1,33,2,2,6,1619,39,190,77,49,54,200,3401,401,1313,308,389,413,943,70,436,10,5,4,4,12,19,130,1,1,1,1,2,70,245,3,10,4,4,13,70,408,3,10,5,4,13,63,251,3,10,5,4,7,67,155,3,10,5,4,3
3548,31,40,0,2,0,86,0,127.0,6.0,4001.0,5666.0,4891.92704,3,2,4,5,2,11,2556,62,312,124,78,91,331,767,85,306,61,77,88,204,31,38,2,0,0,2,5,131,334,4,8,6,8,27,31,34,0,2,0,2,5,31,40,0,2,0,2,5,126,327,4,22,8,6,18,280,471,10,52,20,14,12
3549,7,228,1,5,0,27,0,245.0,6.0,2357.0,4706.0,3769.17345,54,2,43,4,5,14,638,15,75,28,17,22,78,3288,395,1295,304,381,409,924,58,433,15,4,3,5,14,259,903,11,20,15,17,59,7,167,1,5,0,2,4,7,225,1,5,0,2,4,102,456,5,25,8,6,17,206,428,9,45,16,11,10
3550,49,185,1,8,2,38,0,232.0,6.0,1695.0,2432.0,2290.99815,205,1,25,10,4,5,4036,99,498,198,126,142,525,2489,314,1014,247,303,317,692,100,393,18,6,3,4,20,453,1359,17,34,23,25,98,150,315,5,28,6,7,32,49,182,1,8,2,1,10,93,207,3,18,6,3,15,527,1056,20,108,42,27,18
3551,6,164,1,0,3,90,0,273.0,15.0,7852.0,14246.0,11175.294592,262,1,34,2,5,17,536,13,60,27,14,18,65,2097,276,865,215,263,273,590,57,374,10,7,3,4,12,6,87,1,3,0,1,2,157,352,7,30,9,10,35,6,161,1,0,3,1,2,50,188,3,10,7,3,7,54,115,3,10,7,3,3
3552,44,141,0,4,2,90,0,264.9705573080967,17.0,848.0,3598.0,2418.445568,205,1,25,10,3,8,3631,88,444,178,112,129,472,1772,234,736,188,221,225,482,44,111,4,2,0,1,9,245,691,8,18,12,13,54,145,299,4,24,6,7,32,44,138,0,4,2,1,10,88,166,2,14,6,3,15,522,1033,19,104,42,27,18
3553,19,231,1,0,0,65,0,343.0,15.0,5794.0,7428.0,6894.2808,158,2,4,5,0,16,1619,39,190,76,48,55,203,3401,401,1313,307,388,414,946,70,436,10,4,3,5,15,19,130,1,0,0,2,5,19,170,1,0,0,2,5,19,228,1,0,0,2,5,114,458,5,20,8,6,18,268,590,11,50,20,14,12
3554,6,47,1,5,0,76,0,317.0,9.0,7217.0,9660.0,8675.4591,44,1,20,9,3,11,509,13,65,24,14,18,72,712,84,299,60,74,86,197,57,271,15,4,3,4,19,258,807,11,20,15,16,64,6,40,1,5,0,1,9,6,47,1,5,0,1,9,50,110,3,15,4,3,14,433,856,18,95,36,24,17
3555,49,228,0,8,0,58,0,284.0,2.0,2331.0,6550.0,4695.147504,352,2,45,5,6,20,4053,98,498,196,126,143,520,3330,394,1298,304,381,409,925,49,188,8,0,0,2,5,453,1387,16,32,23,26,93,49,167,0,8,0,2,5,49,225,0,8,0,2,5,144,456,4,28,8,6,18,298,588,10,58,20,14,12
3556,6,235,0,3,2,23,0,359.0,13.0,11284.0,13762.0,12866.0343,282,1,25,10,1,7,561,12,63,26,14,18,73,3470,406,1336,313,394,418,959,6,195,3,2,0,1,9,156,597,6,14,9,10,43,107,331,4,23,6,7,32,6,232,0,3,2,1,10,50,255,2,13,6,3,15,484,1085,19,103,42,27,18
3557,28,148,0,7,2,54,0,142.0,5.0,1272.0,4412.0,2966.313312,219,2,0,0,1,21,2340,56,287,114,71,82,294,1898,248,789,197,236,243,513,28,118,7,2,0,2,0,382,1186,14,30,21,23,77,129,302,4,27,6,8,22,28,145,0,7,2,2,0,123,404,4,27,10,6,16,177,296,6,37,14,9,7
3558,22,247,1,7,0,1,0,163.0,1.0,2800.0,4132.0,3628.987065,212,1,25,10,3,6,1874,45,227,88,55,63,240,3728,429,1419,328,416,438,1022,73,452,17,4,3,4,20,376,1252,15,28,21,22,87,22,180,1,7,0,1,10,22,244,1,7,0,1,10,66,266,3,17,4,3,15,500,1094,20,107,40,27,18
3559,37,150,1,1,0,49,0,286.0,14.0,1742.0,5403.0,3838.7736,101,2,4,5,1,15,3061,75,371,148,96,109,392,1974,258,815,202,246,254,544,88,362,11,4,3,5,15,87,234,3,4,3,5,16,37,118,1,1,0,2,5,37,147,1,1,0,2,5,132,406,5,21,8,6,18,286,544,11,51,20,14,12
3560,25,67,0,4,0,25,0,243.0,16.0,6486.0,8613.0,7785.06855,205,1,36,3,6,18,2073,50,254,100,64,72,265,1010,117,414,87,107,118,271,25,60,4,0,0,1,3,226,659,8,16,12,13,47,25,58,0,4,0,1,3,25,67,0,4,0,1,3,69,127,2,14,4,3,8,124,195,4,24,8,6,5
3561,48,231,1,5,0,52,0,263.0,14.0,4378.0,5886.0,5367.606048,58,2,43,4,6,0,3969,97,485,192,124,141,508,3430,401,1318,307,388,414,945,99,436,15,4,3,5,14,300,905,11,20,15,17,59,48,170,1,5,0,2,4,48,228,1,5,0,2,4,143,458,5,25,8,6,17,247,430,9,45,16,11,10
3562,30,149,1,9,0,28,0,607.0,14.0,2966.0,6268.0,5217.38385,220,2,4,5,0,13,2502,61,309,120,76,88,320,2322,300,961,235,288,300,648,81,361,19,4,3,5,15,485,1495,19,36,26,29,104,30,117,1,9,0,2,5,30,146,1,9,0,2,5,125,405,5,29,8,6,18,279,543,11,59,20,14,12
3563,38,40,1,2,0,22,0,101.0,8.0,4255.0,6392.0,5415.1881,257,1,19,9,6,14,3115,77,382,152,98,111,407,774,86,306,61,77,87,207,89,265,12,4,3,4,19,138,334,5,8,6,7,31,38,34,1,2,0,1,9,38,40,1,2,0,1,9,82,105,3,12,4,3,14,465,851,18,92,36,24,17
3564,39,125,0,8,0,48,0,280.0,7.0,1152.0,5983.0,3825.36,144,1,20,9,5,13,3212,78,398,156,100,114,417,1560,208,664,168,197,199,419,39,99,8,0,0,1,8,443,1327,16,32,23,25,97,39,99,0,8,0,1,9,39,122,0,8,0,1,9,83,158,2,18,4,3,14,466,870,17,98,36,24,17
3565,1,9,1,5,0,92,0,283.0,12.0,1715.0,2802.0,2507.5733760000003,261,1,36,3,6,17,93,3,15,4,2,3,13,189,15,71,11,13,17,47,52,236,15,4,3,4,13,253,783,11,20,15,16,58,1,8,1,5,0,1,3,1,9,1,5,0,1,3,45,77,3,15,4,3,8,100,178,5,25,8,6,5
3566,29,120,1,8,2,76,0,299.0,5.0,2473.0,6418.0,4699.2528,169,1,15,8,6,16,2412,59,298,118,73,84,312,1592,212,675,172,200,202,429,80,335,18,6,3,4,18,433,1324,17,34,23,25,96,130,290,5,28,6,7,30,29,117,1,8,2,1,8,73,156,3,18,6,3,13,406,785,16,88,34,22,15
3567,24,148,1,5,2,27,1,293.0,5.0,2872.0,6310.0,731.1126375,219,2,43,4,3,12,2001,49,245,98,62,70,256,1894,249,787,197,237,243,516,75,360,15,6,4,5,14,276,851,11,22,16,17,59,125,302,5,25,7,8,26,75,355,3,15,6,5,15,119,404,5,25,10,7,17,223,393,9,45,18,12,10
3568,33,228,1,4,0,16,2,238.0,13.0,4065.0,5515.0,5033.726577,100,1,9,7,2,9,2766,67,334,132,86,96,352,3314,395,1294,304,383,408,927,84,433,14,4,5,4,17,234,741,9,16,14,13,51,33,167,1,4,2,1,7,119,455,5,24,8,7,27,77,248,3,14,4,5,12,364,759,15,74,28,21,14
3569,18,239,1,0,2,63,0,264.9705573080967,7.0,5153.0,7305.0,6452.1864,279,1,19,9,5,13,1539,37,180,74,45,52,196,3581,415,1366,318,402,424,987,69,444,10,6,3,4,19,18,137,1,2,0,1,9,119,333,5,20,6,7,31,18,236,1,0,2,1,9,62,259,3,10,6,3,14,445,943,18,90,38,24,17
3570,37,141,0,3,2,80,0,355.0,12.0,1865.0,4724.0,3571.247375,343,2,1,5,1,18,3057,74,373,150,96,109,392,1765,234,735,188,221,226,477,37,111,3,2,0,2,5,187,543,6,14,9,11,38,138,299,4,23,6,8,27,37,138,0,3,2,2,5,132,398,4,23,10,6,18,286,537,10,53,22,14,12
3571,12,200,0,4,0,23,0,237.0,10.0,3807.0,6667.64093892757,4708.6788,339,1,20,9,6,13,1039,24,124,48,29,35,134,2895,342,1141,269,332,351,797,12,164,4,0,0,1,8,213,730,8,16,12,13,53,12,150,0,4,0,1,9,12,197,0,4,0,1,9,56,222,2,14,4,3,14,439,917,17,94,36,24,17
3572,10,195,1,4,0,74,0,298.0,13.0,2886.0,4382.0,3897.3528,212,1,25,10,2,7,860,21,104,40,24,30,113,2757,333,1096,261,322,341,763,61,403,14,4,3,4,20,211,725,9,16,12,13,54,10,145,1,4,0,1,10,10,192,1,4,0,1,10,54,217,3,14,4,3,15,488,1064,20,104,40,27,18
3573,34,40,0,9,0,50,1,472.0,16.0,2901.0,4182.0,599.0170968,204,2,0,0,3,22,2796,68,349,136,88,100,356,770,85,313,61,78,88,199,34,38,9,0,1,2,0,489,1438,18,36,27,29,99,34,34,0,9,1,2,0,85,298,2,19,4,5,11,129,327,4,29,8,7,16,183,266,6,39,12,10,7
3574,7,4,0,3,0,96,0,358.0,17.0,1176.0,1826.0,1834.74368,345,1,20,9,6,14,578,14,73,28,17,21,83,62,4,22,3,4,5,19,7,4,3,0,0,1,8,157,469,6,12,9,10,42,7,3,0,3,0,1,9,7,4,0,3,0,1,9,51,72,2,13,4,3,14,434,823,17,93,36,24,17
